,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
49277,1,0.5977005832506265,34,0,2555.3064178152417,0.3321843478754577,7,0,2,0,0.6935821847583303
49278,1,0.15713607565910837,51,1,0.2319318962810015,7501.179710448433,8,0,1,0,1.0
49279,0,0.449731856,32,0,0.610280619,7625.0,17,0,2,0,1.0
49280,0,0.28888254,37,0,0.456081081,7103.0,11,0,2,0,0.0
49281,0,0.361703951,38,0,0.330098658,6182.0,11,0,1,0,0.0
49282,0,0.9999999,27,0,0.061884669,7820.0,5,0,0,0,0.0
49283,0,0.119112006,57,0,0.439968574,14000.0,10,0,3,0,1.0
49284,1,0.8953021525063278,51,1,0.5913988574185759,3303.499771280775,12,0,0,1,0.7777269512833567
49285,1,0.28378314578154407,33,0,0.3016061857119145,2799.0811611225636,3,0,0,0,1.0
49286,1,0.42608429238653134,46,0,0.14749624213869408,31836.764225393337,6,0,1,0,0.6954511935839938
49287,0,3.324786325,45,0,1666.0,514.69,6,0,1,0,0.0
49288,1,1.0092002558453022,31,0,1561.915406931095,40.104987487590826,2,2,1,1,1.94914405938361
49289,1,0.8347688984005378,48,0,0.5458803959654335,4739.778249554079,17,0,2,0,1.0
49290,1,0.9395751065168563,52,0,3271.0440257659775,0.11744496779252842,8,0,1,0,0.4963311861685604
49291,1,1.1655259738260597,37,1,0.5757054417934243,1575.0824615933866,5,5,0,2,0.0
49292,0,0.234468213,29,0,1698.0,0.04,6,0,1,0,0.0
49293,1,1.7381167861586042,44,0,0.44624985432151726,4076.6811031281363,6,2,1,0,1.1702757820340777
49294,0,0.61342054,38,0,0.406455298,3500.0,11,0,0,0,3.0
49295,0,0.0,27,1,315.0,0.33,1,0,0,0,0.0
49296,1,0.11311509288895319,32,0,0.5384234803202524,3600.0,6,0,1,1,0.0
49297,1,0.49261867381251434,60,0,971.7686571028025,0.2397947848130561,4,0,1,0,0.3652826295296986
49298,1,0.9999999,47,0,77.12284172902683,96.69877158270972,0,2,0,0,0.0
49299,1,0.11490950833161527,47,0,0.33396170431013394,13208.89189066639,13,0,2,0,0.08918906663885573
49300,0,0.338388473,42,0,3952.0,0.0,16,0,2,0,1.0
49301,1,0.33909728061813266,57,2,0.20777613205782208,12347.016825623721,10,0,2,0,0.7457935940695969
49302,0,0.0,63,0,0.0,4900.0,3,0,0,0,0.0
49303,1,0.9782893312247753,30,0,0.020550294790178225,4076.223048973591,1,0,0,0,0.0
49304,0,0.032304537,46,0,1510.0,0.27,6,0,2,0,0.7598634268323681
49305,1,0.9999999,47,1,0.618915349274569,2500.0,1,1,0,0,0.0
49306,1,0.1835417864594713,55,0,0.5899501579223948,6582.322366683926,13,0,1,0,0.0
49307,1,0.9376644866780856,38,3,961.3466337789878,0.4188029598910975,10,0,0,0,1.6533662210121942
49308,0,0.00859828,90,0,0.000445236,2245.0,6,0,0,0,0.0
49309,1,0.228121705,39,0,0.572453372,2090.0,6,0,1,0,1.0
49310,0,0.033025332,62,0,9050.0,0.05,16,0,2,0,1.0
49311,0,0.027592367,81,0,33.0,0.09,6,0,0,0,0.0
49312,1,0.057385413,28,0,0.065367854,3900.0,8,0,0,0,0.0
49313,1,0.9999999,31,0,0.11767474295948951,1200.0,4,1,0,2,0.0
49314,1,0.19821470858496773,52,0,0.05233357853058488,2914.7208647389944,10,0,0,0,1.0
49315,1,0.563463772,27,2,0.447809468,3400.0,11,0,0,0,2.0
49316,0,0.090864284,49,1,0.431960685,5900.0,12,0,1,0,1.0
49317,0,0.161577226,55,1,0.249323676,11458.0,15,0,2,0,1.0
49318,0,0.333835882,51,0,1.184159938,2600.0,15,0,2,0,2.0
49319,0,1.017554202,65,0,0.527812984,7100.0,18,0,1,0,0.0
49320,1,0.6304510071895815,59,3,0.3309347053228759,10833.0,10,1,1,0,0.4488125791987383
49321,1,0.9297484492297228,52,0,1024.0,0.2554751975130054,3,0,1,0,0.0754133747832435
49322,1,0.904607823376867,44,0,0.5046744777611071,14903.225990504941,17,0,8,0,0.8102358526504756
49323,0,0.9999999,42,2,0.447857855,6021.0,3,1,1,0,2.0
49324,1,0.983281429,42,1,0.198278256,3600.0,2,0,0,0,3.0
49325,0,0.0,42,0,0.539134662,2056.0,5,0,0,0,3.0
49326,0,0.147775796,33,0,430.0,0.54,8,0,0,0,0.0
49327,1,0.6011935686791327,67,0,0.32593334375955774,4800.0,5,0,0,0,0.0
49328,1,1.0145104516265462,53,1,0.6526938040951428,5000.0,9,7,1,3,3.813421397831494
49329,0,0.000427332,45,0,0.0,7157.0,6,0,0,1,4.0
49330,0,0.210567591,39,0,0.165667166,2667.0,18,0,0,0,0.0
49331,1,0.7145659140089096,52,0,0.36754543774806686,3300.0,3,0,0,1,2.102751073208289
49332,1,0.7175816217012664,49,0,201.0213454814759,4.209359635555723,1,0,0,0,0.0
49333,1,0.9506338113657953,22,0,0.15031054488873746,1500.0,3,0,0,0,0.0
49334,0,0.9999999,26,0,0.086365454,2500.0,1,0,0,0,0.0
49335,1,0.9871986312770124,47,0,0.013958181208379234,2500.0,0,0,0,0,0.0
49336,0,0.387332077,73,1,0.372664597,19000.0,8,0,3,0,0.0
49337,1,0.4562848366698111,40,0,0.5653557386365415,12774.003803128553,11,0,3,0,1.2667934376184409
49338,0,0.890105382,38,0,1828.0,0.03,6,0,0,0,0.0
49339,1,0.3734501232154351,49,1,0.10725263404712246,7083.0,6,0,0,0,0.0
49340,0,0.045395856,61,0,0.26905449,5890.0,12,0,2,0,0.0
49341,1,0.9999999,52,0,0.0,4528.407999999999,2,3,0,0,0.7598634268323681
49342,0,0.843500261,49,0,0.443495514,11591.0,9,0,2,0,3.0
49343,0,0.911688858,42,0,0.122525495,6667.0,3,0,0,0,1.0
49344,0,0.181754657,53,1,0.310884456,20000.0,13,0,3,0,0.0
49345,0,0.034699306,75,0,0.557377049,2500.0,7,0,1,0,0.0
49346,0,0.742032958,45,1,0.307668805,6545.0,7,0,1,3,2.0
49347,0,0.225922969,29,0,0.451849384,3000.0,9,0,0,0,0.0
49348,1,0.60411027,39,2,0.139972006,5000.0,4,1,0,0,0.0
49349,1,0.520876390185101,61,0,0.3617053661953475,3617.4368149417614,5,0,0,0,0.14560498058721127
49350,0,0.435657245,41,1,0.286695023,13400.0,8,0,1,0,4.0
49351,0,0.072740665,66,1,1890.0,0.23,8,0,2,0,0.0
49352,0,0.099862228,58,1,0.342831434,6667.0,7,0,1,0,0.0
49353,1,0.8927296643996607,43,0,0.25999483441917953,7416.0,10,1,1,0,1.0
49354,0,0.015678477,78,0,0.002285497,10500.0,10,0,0,0,0.0
49355,0,0.023566274,56,0,0.287771223,10000.0,4,0,1,0,1.0
49356,0,0.039799276,50,0,0.177809902,8300.0,8,0,1,0,3.0
49357,0,0.135458167,51,0,0.008122577,5416.0,1,0,0,0,0.0
49358,1,0.858792882,44,0,0.234036528,7062.0,10,0,0,0,0.0
49359,0,0.029855721,74,0,0.050144092,3469.0,3,0,0,0,0.0
49360,0,0.04127562,50,0,3243.0,0.06,11,0,2,0,0.0
49361,1,0.7811237351669321,29,0,140.27020313350684,1.6286658133207634,2,0,0,0,0.7297968664931661
49362,1,0.7328476562664732,32,2,0.16940255801654452,8490.65646875471,10,0,0,1,0.6262587501883982
49363,0,0.168908863,69,0,0.389230483,5366.0,17,0,2,0,0.0
49364,0,0.02527043,72,0,8.0,942.09,6,0,0,0,0.0
49365,1,0.6883678222676997,37,0,313.56555472324754,1.6250227025828545,4,1,0,1,0.0
49366,0,0.137209112,51,1,0.305021928,16188.0,8,0,2,0,5.0
49367,0,0.045517179,74,0,0.240872595,6600.0,10,0,1,0,0.0
49368,0,0.708419439,36,0,0.156526707,3500.0,7,0,0,0,0.0
49369,0,0.76023976,41,0,0.659624413,3833.0,5,0,1,0,3.0
49370,1,0.9999999,51,0,0.192451887,4000.0,2,2,0,0,1.0
49371,0,0.042382315,47,0,0.41632296,8000.0,17,0,2,0,2.0
49372,0,0.742965154,43,0,0.544894531,5356.0,15,0,2,0,0.0
49373,1,0.9582961075964008,42,3,0.7721259093795649,3950.4688566165046,11,0,1,0,1.0586070770630842
49374,1,0.5145015469557569,39,2,0.4821779472406587,5233.557024947585,3,2,1,0,0.0
49375,1,0.5674273086517572,35,0,0.402463529076223,6000.0,10,0,0,0,0.7384814904700586
49376,0,0.134745288,62,0,0.040719305,14513.0,4,0,0,0,1.0
49377,1,0.9350509717979506,69,0,0.9171586388207844,2300.0,7,0,1,0,0.0
49378,0,0.0,58,0,0.265625,1279.0,8,0,0,0,0.0
49379,1,0.274699204,50,2,0.12637028,3283.0,7,1,0,0,0.0
49380,0,0.009631325,72,1,378.0,1.0,5,1,2,0,0.0
49381,0,0.0469953,67,0,0.004544078,3300.0,3,0,0,0,0.0
49382,1,1.1277524880151575,34,0,0.36609924457061177,3447.309396610046,5,2,0,1,1.6726508474884736
49383,0,0.13953277,82,0,0.195074397,9744.0,2,0,1,0,1.0
49384,1,0.5523306962673828,44,0,159.7256512465537,18.626839232146462,6,0,0,0,0.0
49385,0,0.0,53,0,0.418027433,1530.0,3,0,0,0,6.0
49386,0,0.015529353,83,0,28.0,21.21,9,0,0,0,0.0
49387,1,0.4810356801467836,50,4,0.24581708904481575,19291.779507142168,8,0,5,1,1.5593273399252063
49388,1,0.9214204397342141,51,0,0.09909960683838366,13533.85477200609,8,5,0,1,3.9957285884144182
49389,1,0.6204557937013169,32,1,0.24856700973037538,8000.0,6,0,0,0,2.8239462922721152
49390,0,1.268255188,35,2,0.012239674,37500.0,5,2,0,3,1.0
49391,0,0.011847817,54,0,1.595638346,2200.0,16,0,3,0,3.0
49392,1,0.9168515639184414,36,1,0.12378227966523758,2708.880134040587,2,1,0,0,0.8801340405871713
49393,1,0.9999999,29,0,238.8431904860222,0.15566196432258322,1,0,0,0,0.0
49394,0,0.224315345,59,0,0.256836276,8666.0,6,0,1,0,2.0
49395,1,0.9991268891474979,38,0,0.04213799153591189,3800.0,1,0,0,0,0.7583603971275633
49396,0,0.929762809,62,1,5850.0,0.28,6,0,3,1,0.0
49397,1,0.18564502124782056,33,1,0.5356693644466387,2874.292073391681,14,1,0,0,0.8154180869027483
49398,0,0.018575351,63,0,0.201971147,7000.0,6,0,1,0,1.0
49399,0,0.013473296,64,0,0.241073627,4060.0,12,0,1,0,0.0
49400,0,0.048154048,63,0,12614.0,38.58,20,0,9,0,0.0
49401,1,0.7067038458046134,45,4,3804.3418711101467,0.18012806665220188,7,1,1,2,0.0
49402,0,0.615627604,47,0,0.347944329,6250.0,6,0,1,0,4.0
49403,1,0.9381205439227548,64,1,1560.4489219501652,3.807582146910846,3,2,0,2,0.0
49404,0,0.009340758,58,0,1.389429764,718.0,6,0,1,0,0.0
49405,1,0.8253381070782033,38,0,0.5006706328400528,5666.0,8,1,1,0,2.2890391397813725
49406,1,0.33219379500188306,45,4,0.5194238089980592,8500.0,10,0,1,0,1.0224848993753428
49407,1,1.0562656569605098,36,0,0.7708372867501799,1100.0,2,0,0,1,0.4797799939073166
49408,1,0.8114537126689358,28,1,637.5912154624572,0.24161853323766425,3,0,0,1,0.32647413295065697
49409,0,0.931976433,33,2,0.434956481,4250.0,3,0,1,0,4.0
49410,1,0.22422401050828686,52,0,0.41153718244893656,16000.0,12,0,2,0,2.0
49411,0,0.000965451,78,0,1568.0,0.08,4,0,1,0,0.0
49412,1,0.3555096033597629,29,1,0.42357561206825367,5244.379144469065,9,1,0,0,0.0
49413,1,0.9999999,24,0,0.05307973547550513,1705.0078172512733,0,0,0,0,0.0
49414,1,0.4906490680380658,57,0,0.4414755849185633,9987.383274070451,18,0,3,0,1.7476359798712868
49415,0,0.496501166,50,0,0.063136456,5400.0,3,0,0,0,0.0
49416,0,0.103433079,51,0,0.360677594,12750.0,9,0,2,0,2.0
49417,0,0.0,52,0,0.401679776,7500.0,9,0,2,0,0.0
49418,0,0.800875628,46,0,0.939665472,1673.0,5,0,0,0,1.0
49419,1,0.257810305032283,51,0,0.221020557741837,5000.0,10,1,1,0,0.39737859124942476
49420,1,0.3858368876748328,61,0,0.5079759370164652,7500.0,11,1,2,0,0.9695788586878848
49421,1,0.31679148218311126,34,0,0.7141502509032588,14652.073111092399,8,0,3,0,0.0
49422,1,0.0,41,0,0.26177334330378393,2100.0,4,0,0,0,2.2058127134934473
49423,1,1.0117077138807302,35,0,0.15297620520041164,4000.0,1,3,0,0,0.28612720056143703
49424,1,0.4581033624851647,54,0,0.48755582942150866,5523.476374325164,7,0,0,0,0.5602132749903393
49425,0,0.934512541,37,0,0.450056117,2672.0,8,0,0,0,0.0
49426,1,0.9999999,28,0,0.10932897617448852,2671.4764523641834,2,2,0,0,2.0
49427,0,0.118045722,77,0,361.0,0.15,5,0,0,0,0.0
49428,1,0.8579305321218506,58,1,1344.713173038951,0.23131730389510874,4,2,0,0,0.0
49429,1,0.7319499042421057,56,2,0.4575840619815095,9254.84282996351,13,0,1,0,2.210707490877591
49430,1,0.835879417211076,54,3,0.19458670885510096,7500.0,10,0,0,0,0.0
49431,0,0.217290629,61,0,0.824696476,3376.0,8,0,2,0,0.0
49432,0,0.108246993,48,0,0.382470575,8750.0,10,0,2,0,0.0
49433,1,0.7983848953195378,34,1,0.39717261743609755,5250.0,8,0,1,0,0.0
49434,0,0.9999999,37,0,0.346375144,3475.0,3,0,1,0,2.0
49435,1,0.45863280354886776,45,1,0.3827369341843233,3083.0,6,1,1,0,1.0956228089039262
49436,1,0.8913877153020963,31,0,0.22240020461172094,4500.0,11,0,0,0,2.0
49437,1,0.41719868462227355,52,2,0.5587041974701936,8330.213441466298,10,0,2,0,1.955040549861948
49438,0,0.572559367,52,0,0.140663176,2864.0,3,0,0,0,0.0
49439,1,0.793871340330512,55,1,1.8061632873167381,1200.0,11,0,1,0,0.0
49440,0,0.0,57,1,0.0,6274.9725,1,0,0,0,0.7598634268323681
49441,0,0.025262869,54,0,0.391955539,10615.0,11,0,3,0,3.0
49442,0,0.968063872,35,1,0.497889358,4500.0,9,0,2,0,1.0
49443,1,0.15145137969263991,45,0,0.35865174075242245,5999.445734997488,11,0,1,0,1.4457349974886355
49444,0,0.9999999,21,0,0.0,1113.8075634920635,0,0,0,0,0.7598634268323681
49445,1,0.9733929093674237,58,1,0.27376183233997703,12581.959320737313,13,0,1,0,0.10036127521409766
49446,0,0.853932298,52,0,0.637389009,4166.0,12,0,2,1,1.0
49447,0,0.330186047,52,0,0.390956326,7120.0,25,0,1,0,1.0
49448,1,0.7705459184455289,54,0,354.77115551966267,2.861873501994325,3,0,0,1,0.0
49449,1,0.8839326427275135,47,0,1893.5696089605512,0.43645586559173266,10,0,1,1,1.6075977598622102
49450,1,0.7649318783633724,66,0,0.6800808063342751,2666.1261100281567,14,0,1,0,0.0
49451,1,0.406969128,59,0,0.231402125,5833.0,10,0,1,0,0.0
49452,0,0.290835458,44,0,260.0,0.1,4,0,0,0,0.0
49453,1,0.9735753316461925,33,0,0.7468108626388552,4240.0,7,0,1,0,1.7197679269853667
49454,1,0.9908063176185287,40,1,2995.3475236231684,0.18907327033821747,12,0,1,0,0.0
49455,0,0.662877592,56,0,0.234930007,10500.0,7,0,1,0,1.0
49456,1,0.033774640627423844,56,0,0.1031583284710969,8491.675276135395,18,0,0,0,0.07503068171055205
49457,0,0.567606175,32,2,1.332267093,2500.0,5,0,1,0,3.0
49458,1,0.9999999,29,0,0.07647278835818885,5845.021403663872,1,1,0,0,0.0
49459,1,1.0015248242654016,55,0,0.30268255918425746,639.6807640758101,0,0,0,0,0.27732042163552695
49460,0,0.035901343,57,0,658.0,0.63,7,0,1,0,0.0
49461,1,1.0176027317692682,51,1,0.5391156570844962,3000.0,6,3,0,0,1.0343901602814471
49462,1,0.0,59,1,4019.0,0.32,10,0,3,0,2.0
49463,0,0.290721541,47,0,0.379842304,5833.0,10,0,2,0,2.0
49464,0,0.729565591,55,0,1.260886028,2640.0,20,0,1,0,0.0
49465,0,0.697279076,48,0,0.791669132,16900.0,17,0,4,0,3.0
49466,1,0.8618199658280866,31,2,0.11226076854065185,8476.94049938157,9,0,0,1,0.07761997526279107
49467,1,0.6897325995829109,31,0,4094.6410745586263,80.44909952480751,8,0,2,0,0.0
49468,0,0.236418176,30,0,0.431602553,5796.0,9,0,1,0,1.0
49469,1,0.43036185336615673,57,0,0.39157503347638967,13593.696748561284,18,0,7,0,0.0
49470,0,0.262028986,50,0,0.33449645,8310.0,9,0,1,0,3.0
49471,0,0.095353437,76,0,1.591408591,1000.0,6,1,1,0,0.0
49472,1,0.7627025501319745,39,0,1.2169693329520264,2500.0,14,0,0,0,0.19843275051825437
49473,1,0.500557902205898,46,0,0.508401126110953,2000.0,5,0,0,0,1.4850871476202103
49474,1,1.0091731828093475,52,0,0.11170376263438604,7500.0,4,0,0,0,1.0277707819531052
49475,0,0.029367552,51,0,0.345165483,10000.0,6,0,2,0,0.0
49476,1,0.5545589490111167,34,1,962.544083437973,0.511763337518918,13,0,0,0,1.4853055206756829
49477,0,0.467906419,60,1,0.47171743,3906.0,3,1,2,0,1.0
49478,1,0.1631231004500946,58,0,0.059369034514474416,5125.933568372047,6,0,0,0,2.7666079069881695
49479,1,0.9999999,57,1,0.32243879756488947,4000.0,3,0,0,1,1.266783298578454
49480,0,0.340303549,44,0,0.258015433,9200.0,10,0,1,0,3.0
49481,1,0.9999999,36,0,143.0,106.86965652780799,0,2,0,0,0.0
49482,0,0.114411672,75,0,0.218520986,1500.0,5,0,1,0,0.0
49483,0,0.314492138,52,0,393.0,0.79,6,0,0,0,0.0
49484,0,0.241694828,43,0,0.125594234,6520.0,9,0,1,0,1.0
49485,0,0.935370081,43,0,1649.0,0.0,7,0,0,0,2.0
49486,0,0.80855412,36,0,1011.0,0.02,2,0,0,0,0.0
49487,0,0.180363796,41,0,909.0,0.53,9,0,2,0,0.0
49488,0,0.141543383,24,0,0.001599744,6250.0,2,0,0,0,0.0
49489,1,0.21570826018454403,33,0,0.4074238786063585,3800.0,9,0,0,0,0.0
49490,0,0.682877735,55,0,0.090654481,13567.0,6,0,0,0,0.0
49491,1,0.38404230147007834,39,1,0.44522141429289797,3647.4291562760336,4,0,1,0,1.2854218619832656
49492,0,0.052927363,55,0,0.10268694,4800.0,4,0,0,0,1.0
49493,1,0.2719026626005977,54,0,0.457523119288617,3098.5650706063934,6,0,0,0,0.0
49494,0,0.331961134,42,0,1346.0,0.12,3,0,0,0,0.0
49495,1,0.6714249575752083,69,0,0.25219958066172743,6710.474696106418,5,0,0,0,1.0
49496,1,0.9433167815217345,36,1,853.8769914120516,0.06467432634204229,3,1,0,0,0.0
49497,0,0.017288121,69,0,3672.0,0.12,12,0,3,0,0.0
49498,1,0.5961046250429839,58,3,2129.5674261685244,0.25216286915737673,13,0,1,0,0.0
49499,0,0.750499002,22,0,0.009159034,1200.0,1,0,0,0,0.0
49500,0,0.226227174,52,2,2931.0,0.23,13,0,1,1,0.0
49501,1,0.4664332498578909,48,0,0.5913339227115034,10709.10147480082,9,0,2,0,1.13768435010255
49502,0,0.048983122,34,0,0.089701471,7000.0,7,0,0,0,2.0
49503,0,0.160277512,56,0,0.486425339,1325.0,4,0,0,0,1.0
49504,0,0.090969694,43,0,0.131527778,7199.0,5,0,0,0,3.0
49505,1,0.9999999,40,0,0.5002805910903222,5826.811907330568,3,0,1,0,2.6520397154710023
49506,1,1.0197583559922936,27,2,0.3071170915304864,2600.0,6,2,0,0,0.0
49507,1,0.1987199584494479,62,0,0.3860497743703789,9828.726524974789,17,0,1,0,0.0
49508,1,0.18560289800449892,53,1,0.3824519207432344,10416.0,18,0,1,0,2.0
49509,1,1.0088518996874234,46,1,0.6316498725646946,5700.797334792159,8,1,1,0,2.60799562352317
49510,1,0.909921639357964,58,0,0.8376658983831398,6000.0,23,0,1,0,3.828520485919351
49511,0,0.0,45,0,6008.0,0.15,11,1,2,0,3.0
49512,1,1.2310940704655344,34,1,0.17553201955475048,4165.503878872787,5,0,0,0,3.5038788727873147
49513,0,0.180333134,40,0,0.226633091,6750.0,8,0,1,0,0.0
49514,0,0.31039777,42,0,0.23376974,7408.0,9,0,1,0,1.0
49515,1,0.9857706106288197,29,0,0.2317264609047397,1973.8613692169881,2,1,0,0,2.0
49516,1,0.39056519356170427,61,0,0.3431371447534115,5248.509468608889,6,0,1,0,0.0
49517,1,0.9999999,61,1,2598.0,0.1,2,4,1,1,0.0
49518,1,0.9999999,49,0,0.4662545675705821,4916.0,3,0,0,0,0.5334026165548904
49519,1,0.2442204855787009,64,0,0.3616038574942483,2700.0,11,0,1,0,0.0
49520,0,0.008853097,54,0,0.305029995,6500.0,6,0,1,0,2.0
49521,1,0.9028863094000564,29,0,0.0748194103774352,2200.0,5,3,0,0,0.0
49522,1,0.7030526533279668,48,0,0.6153735587581601,3400.0,14,0,0,0,3.0
49523,1,0.7565483661719548,48,0,0.3935472883938381,6946.337786472661,8,0,1,0,0.3377864726606947
49524,0,0.007624809,80,0,0.00182704,4925.0,4,0,0,0,0.0
49525,1,0.4357196928473449,55,1,0.40528732920066424,10890.806298879714,9,1,1,0,1.4008998399592079
49526,1,0.712632798838043,53,1,0.4225468221648432,3944.1238171434998,7,0,1,0,4.1972734689288504
49527,0,0.003898393,48,0,3.147802929,750.0,17,0,2,0,0.0
49528,1,0.7333350171580935,34,1,0.1557564139414679,2305.550257048174,9,0,0,0,1.3062178689782464
49529,0,0.081446296,45,0,0.397856343,6250.0,9,0,1,0,1.0
49530,0,0.695566744,62,0,0.745272767,4600.0,13,0,1,0,1.0
49531,1,0.6073116781993232,35,1,434.54039102950077,0.09149022426248032,4,1,0,0,0.0
49532,1,0.5303260506395391,31,2,0.19258715532200946,5200.0,6,0,0,0,0.6280180249432652
49533,0,0.028211266,43,1,0.333507443,7657.0,10,0,3,0,4.0
49534,1,0.04518344473546451,39,2,3848.7736660200453,0.06566030361814049,11,0,2,0,0.21698481909297573
49535,1,0.9999999,45,0,49.0,640.36,0,0,0,0,0.0
49536,1,0.5349448481459551,40,0,0.4602861204052492,4666.516907704501,8,0,1,0,1.4830922954990369
49537,0,0.328135033,54,0,0.321790949,6208.0,14,0,1,0,2.0
49538,0,1.035602748,34,3,1.531609195,695.0,8,0,0,2,0.0
49539,0,0.439156084,53,0,0.360451164,4166.0,5,0,1,0,0.0
49540,1,0.48828996458034124,28,0,0.20760152673344962,3416.0,16,0,0,0,0.0622388296837586
49541,1,0.37368418377074947,40,1,3562.2025540645313,0.16575957774199257,17,0,2,0,1.7373403709667905
49542,0,0.102331327,59,0,0.131292931,11500.0,7,0,1,0,3.0
49543,0,0.032906053,75,0,0.274353877,4023.0,8,0,1,0,2.0
49544,1,0.9999999,47,0,48.43852114557336,640.3656147885442,0,0,0,0,0.0
49545,1,0.6924468676332466,35,0,0.3661056346038063,7000.0,6,0,1,0,0.5684393098311098
49546,0,0.032913482,64,1,0.25247896,12000.0,12,0,1,0,0.0
49547,0,0.604342237,39,0,0.386888973,7916.0,9,0,2,0,3.0
49548,0,0.133388093,62,0,0.472922973,2972.0,18,0,0,0,1.0
49549,1,0.8427788470635309,39,1,0.8974894033105885,2000.0,9,0,0,0,1.8049979778747112
49550,1,0.7314811367753293,54,1,0.31539209070588503,3884.843224485044,9,0,0,1,0.06718950640971488
49551,1,0.8807881859431304,50,1,0.30648584132522594,7083.0,11,0,0,0,0.0
49552,1,0.4364369903883494,49,0,0.25501595825500445,6254.268006570662,8,0,0,0,0.0
49553,1,0.3241618589598822,23,0,0.06560178203514752,1600.0,2,0,0,0,0.0
49554,1,1.0591635656034946,53,0,1398.430360104501,20.467339077614376,6,0,1,0,0.9050600174168355
49555,0,0.399137816,67,0,0.066983254,4000.0,5,0,0,0,0.0
49556,0,0.042974562,90,0,0.032243551,6667.0,6,0,0,0,1.0
49557,0,0.632192091,48,0,0.620689655,4900.0,9,0,1,0,0.0
49558,0,0.11840277,61,0,0.572259589,5500.0,13,0,2,0,0.0
49559,0,0.025880831,53,0,4790.0,0.31,4,0,3,0,0.7598634268323681
49560,0,0.765082267,40,3,0.381213785,3278.0,11,1,0,0,5.0
49561,0,0.0,41,0,0.222902922,4243.0,6,0,1,0,2.0
49562,1,0.17770822033255723,58,0,0.14606284596094884,5250.0,8,0,0,0,0.0
49563,1,0.6184958487198142,45,2,0.7342279630774644,5583.146619335671,8,0,1,0,1.0
49564,0,0.081574085,60,0,0.340568202,11333.0,17,0,1,0,1.0
49565,0,0.178524027,42,0,0.301891338,8300.0,7,0,1,0,0.0
49566,1,0.05420536540460752,66,0,0.12464657488194615,11496.18760396869,14,0,1,0,0.9530990078275292
49567,0,0.74385123,58,0,0.06637733,3916.0,3,0,0,0,1.0
49568,1,0.9764711160153569,42,0,0.13330763004471183,4542.584919545713,2,0,0,0,2.353770113571686
49569,0,0.144380398,49,0,0.183307874,7200.0,8,0,1,0,4.0
49570,0,0.006857604,59,0,367.0,0.09,6,0,0,0,0.0
49571,0,0.005474816,60,0,4.0,10.05,4,0,0,0,0.0
49572,1,0.12216583796211902,65,0,0.4566694434714824,1619.6689146534832,1,1,0,0,2.6574979173963884
49573,1,0.9999999,30,0,0.09899875946882519,4300.0,6,1,0,0,1.0
49574,1,0.6903630238258585,53,2,5434.656667640039,683.6793965342227,9,3,2,2,0.9299071779242463
49575,0,0.132902075,41,0,0.110570612,12950.0,28,0,0,0,0.0
49576,1,0.6464258771307707,49,0,0.49746511551644007,3917.757539165837,8,0,1,0,1.560615208540745
49577,1,1.0638549541231497,49,0,0.743105871375084,1400.0,3,1,0,1,0.7305120368520044
49578,1,0.7424755188601022,52,0,660.8829844967676,4.297193112699767,2,0,0,0,0.0
49579,1,1.0090478117378356,31,0,0.13707244426580786,4200.0,4,0,0,0,0.38841226044341404
49580,1,0.7322328481140603,41,0,0.42403392886647023,4770.976038709013,6,0,0,0,0.02396129098766764
49581,0,0.049098487,43,0,0.267464807,7600.0,12,0,1,0,1.0
49582,1,0.76099616577139,43,2,0.2530035172561849,4802.528108676301,9,0,0,0,1.3679728309247507
49583,0,0.23254142,56,1,0.183645614,8058.0,8,0,2,1,0.0
49584,0,0.281356276,81,0,0.365745479,2930.0,8,0,2,0,0.0
49585,1,0.095060329,65,0,0.267108168,3170.0,11,0,1,1,1.0
49586,1,0.396655057301431,69,1,0.7993115163351896,2066.178420593077,12,0,2,0,0.0
49587,0,0.0,36,0,0.300719895,9167.0,9,0,2,0,1.0
49588,1,0.1822156685175289,48,1,0.472809411905249,8364.13875210047,14,0,1,0,1.8612478995291075
49589,0,0.394605395,51,0,0.416206262,3800.0,7,1,1,0,1.0
49590,1,0.8743784267594228,36,0,0.315344472506894,2800.0,11,0,0,0,2.979269174060991
49591,0,0.000205389,40,1,0.044592388,7960.0,10,0,0,0,1.0
49592,1,0.8811029093523357,30,1,0.38549120596077685,5000.0,12,0,1,0,1.0
49593,0,0.035498225,55,0,0.129989601,12500.0,4,0,1,0,2.0
49594,0,0.039623349,69,0,0.111852643,7491.0,12,0,1,0,0.0
49595,1,0.9259081535914393,47,1,0.37804895512915204,4541.344162099673,7,0,1,1,2.8655837900326953
49596,0,1.013805221,73,2,1.072674419,687.0,7,0,1,0,0.0
49597,0,0.167627168,60,0,0.406575395,10371.0,7,0,1,0,0.0
49598,1,0.9392246136896163,39,0,0.49250577103481596,10250.460151453643,9,0,2,0,1.1314718438976472
49599,0,0.535240984,55,1,0.220664393,7916.0,18,0,2,0,0.0
49600,0,0.0,44,0,0.042978445,7654.0,4,0,0,0,0.0
