,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
24604,0.059408191,54,0,0.167189862,8600.0,8,0,1,0,0.0,0
24605,0.050254606,63,0,0.279569892,5300.0,9,0,1,0,0.0,0
24606,0.9999999,31,0,0.20122646525836974,2200.0,3,3,0,0,0.7297989017536887,1
24607,0.613448406,47,0,1.057133635,3097.0,11,0,2,0,3.0,0
24608,0.3190312079355928,37,0,0.3236872238944606,9060.0,8,0,2,0,0.8000210783686686,1
24609,0.7278754951535109,49,0,0.6640050943817639,2000.0,4,0,1,0,0.42115299644460236,1
24610,0.4823215639584442,61,1,3282.093397080384,0.31883919390469734,3,1,1,0,0.0,1
24611,0.9999999,30,0,0.18315316713821284,3020.0,1,5,0,0,1.1129045070851895,1
24612,0.2067312370832427,50,0,0.3883727499743678,16000.0,11,0,2,0,2.672651444783094,1
24613,0.7903197226901987,39,2,0.7905792326589322,2667.519993694672,8,1,1,0,1.0,1
24614,0.3206846011429562,51,2,0.22366469686992435,4761.472118095806,8,0,0,0,0.245353015967691,1
24615,0.068124761,57,0,0.084993033,12200.0,6,0,1,0,1.0,0
24616,0.0,71,0,0.0,900.0,1,0,0,0,0.0,0
24617,0.189976667,49,0,0.178583886,14334.0,5,0,1,0,2.0,0
24618,0.119788252,61,0,3524.0,0.24,12,0,3,0,0.7598634268323681,0
24619,0.8949301484151255,31,0,606.01362364623,0.25027247292460036,3,0,0,0,0.0,1
24620,0.550067628,59,0,0.171257946,15572.0,14,0,3,0,2.0,0
24621,0.8528843249058914,49,0,0.9498751752945178,4964.234444829153,10,0,1,0,1.2344448291529555,1
24622,0.162259205,67,0,1505.0,0.51,9,0,1,1,1.0,0
24623,0.9999999,26,0,0.041187159,1650.0,1,0,0,0,1.0,0
24624,0.9999999,45,0,0.016923360350326665,4900.0,0,0,0,0,0.058609339704649654,1
24625,0.184543638,22,0,0.002913328,2745.0,2,0,0,0,0.0,0
24626,0.7374803699025614,68,0,0.6283778329256986,7380.433869499089,16,0,2,0,0.0,1
24627,0.15100143,69,0,0.076715023,4066.0,7,0,0,0,0.0,0
24628,0.5883217457746326,43,0,428.87467246144615,2.88273189729611,3,0,0,0,0.0,1
24629,0.3893406096020781,56,0,0.17972766072375784,7576.169963344685,5,1,0,0,1.0,1
24630,0.795431152017131,28,2,892.7871965811165,7.760075387504887,4,3,0,1,1.4256068377669653,1
24631,0.5849564509327839,33,2,0.36977326457664317,2831.3363550296053,7,1,0,0,0.0,1
24632,0.5015184947040037,37,0,0.3248263698781429,2200.0,2,1,0,0,0.5512135961881925,1
24633,0.9566473701899634,26,0,0.15614046277818522,7083.1361234632805,4,0,0,0,0.0,1
24634,1.010984154632753,46,1,4093.3931812437445,0.21622979861806185,13,0,1,1,0.23668980631980163,1
24635,0.102813806,56,1,0.154943048,11500.0,16,0,1,0,1.0,0
24636,0.7423269551262586,44,0,0.7657680229041475,2558.466810626034,6,0,0,0,0.0,1
24637,0.912349525,76,0,914.0,0.29,8,0,0,0,0.0,0
24638,0.04069431229442075,40,0,1.129792591213623,5000.0,9,0,2,0,1.220841877600479,1
24639,0.000153838,48,2,0.094181164,5000.0,7,0,0,0,3.0,0
24640,0.9999999,46,0,0.012337333,5916.0,1,0,0,0,2.0,0
24641,0.9478520246599849,48,1,0.14512683547672775,2648.5445477394496,3,0,0,0,0.0,1
24642,0.0,32,0,0.2213022854386495,3500.0,5,0,0,0,3.8880701671050026,1
24643,0.4122107736196632,44,0,1603.6583609375245,0.23868850446253853,8,0,0,0,1.522622991074923,1
24644,0.08008133601768436,58,0,0.04457800060524178,9600.0,8,0,0,0,0.8989230592589013,1
24645,0.9999999,28,0,98.0,4.79,1,1,0,1,0.0,1
24646,1.017780054198986,63,0,0.8936751735618886,2835.124579588131,5,0,1,0,1.708193196043644,1
24647,0.9527569552691327,43,0,0.04001365377600143,7300.0,0,4,0,0,2.066529423777721,1
24648,0.001066631,62,1,0.0,3404.0,2,0,0,0,0.0,0
24649,0.073646318,74,0,1593.0,0.27,10,0,1,0,0.0,0
24650,0.271728272,27,0,0.868263473,500.0,3,0,0,0,0.0,0
24651,0.44725879,55,0,0.455272364,2000.0,9,0,1,0,0.0,0
24652,0.03675818699382078,48,0,3546.5128531307378,0.1005976926031432,7,6,1,0,0.45726223910519637,1
24653,1.057542768,27,0,142.0,4.2,2,0,0,1,0.0,1
24654,0.2996364493787853,59,0,0.3701677285305065,7200.0,17,0,1,0,0.0,1
24655,0.894087953,27,0,0.272839126,3250.0,7,0,0,0,1.0,0
24656,0.5298231723282151,48,0,0.4210719612028796,3300.0,7,0,0,0,0.0,1
24657,0.520492145,55,0,0.346236252,7000.0,15,0,1,0,2.0,0
24658,0.25225439147713463,42,1,0.37675056644268795,5900.0,8,0,1,0,1.1887630563586034,1
24659,0.9999999,46,0,0.00030966179969543355,8500.0,0,0,0,0,2.988798149267377,1
24660,0.7386530524523854,62,1,0.44698153058499834,16128.18310687354,10,0,1,0,0.6436998142286912,1
24661,0.01973969,58,0,0.176935596,4300.0,8,0,1,0,2.0,0
24662,0.9506544882283124,32,2,0.9515431650790072,1680.0,8,0,0,0,3.335679304775648,1
24663,1.0014286115282798,51,0,0.6615399299981446,1000.0,3,0,0,0,1.4282410587481411,1
24664,0.032970366,53,0,0.560436231,3300.0,15,0,2,0,0.0,0
24665,1.1745467431244252,43,2,0.38952132179005994,4400.0,3,2,0,1,2.277530306151464,1
24666,0.042623934,43,0,1427.0,0.03,3,0,1,0,0.0,0
24667,0.9999999,51,1,0.58696105,4800.0,3,1,2,0,0.0,1
24668,0.8371280672227996,41,0,0.19760799017898292,2200.0,3,0,0,0,0.43632816198406865,1
24669,0.8392019849985115,46,2,0.7031137969324007,2800.0,5,3,1,1,2.0,1
24670,1.8292484445317925,30,1,0.4118690261892058,3200.0,5,0,1,1,0.0,1
24671,0.5826450759398133,48,0,0.6377554668637913,21531.477946902134,18,0,7,0,0.046122821147427384,1
24672,0.364406058,63,1,2582.0,0.39,9,0,3,0,0.0,1
24673,0.027088417,64,0,2523.0,0.0,17,0,1,0,0.0,0
24674,0.7750289078449849,43,0,0.8714670176960617,2558.063923493407,6,0,0,0,0.0,1
24675,0.43599372626951827,47,0,0.578698656255916,4355.9476163348045,23,0,0,0,2.0065479581494605,1
24676,0.011150379,68,0,0.228885242,7920.0,14,0,1,0,0.0,0
24677,0.822301351,44,0,0.852977926,2400.0,5,0,1,0,0.0,0
24678,0.41124492115557365,44,1,0.3766065912868026,7583.456008377654,4,0,1,0,1.771995811172943,1
24679,1.1194928464930511,29,3,2.8010298564931837,5757.276237098908,7,1,1,0,0.061448151758449865,1
24680,1.0471472734712113,53,3,0.3428430141912794,4417.168987379552,6,0,0,1,1.6123963855890682,1
24681,0.000771394,58,0,2044.0,0.01,8,0,1,0,0.0,0
24682,0.711031802,48,1,0.545771241,10333.0,17,0,2,0,3.0,0
24683,0.575917057,68,2,0.088354499,3700.0,5,0,0,1,0.0,0
24684,0.980769847,48,1,0.531312592,7488.0,5,0,2,0,3.0,0
24685,0.9483827519398942,41,0,0.4549772534660063,2669.052695655929,4,0,1,0,3.5263478279643943,1
24686,0.9999999,25,0,0.04797714944032743,1551.009991433033,0,1,0,0,1.0,1
24687,0.586451129,37,0,0.332998325,2984.0,10,0,0,0,1.0,0
24688,0.9593165356948345,67,0,1.2737280198556635,2300.0,9,0,1,1,0.01084157534772201,1
24689,0.9320382010410931,32,0,871.5142733909992,0.39743078962015643,6,0,0,0,0.0,1
24690,0.4366496526604178,47,0,0.2103075175143564,12500.0,11,0,0,0,0.0,1
24691,0.807089533,57,0,0.366011905,16799.0,25,0,2,0,2.0,0
24692,0.053211571,64,0,0.355411147,4000.0,6,0,2,0,0.0,0
24693,1.1699873492166275,22,1,0.9701558736791467,283.12893970282227,3,1,0,0,0.0,1
24694,0.943465440124429,31,0,2407.5348952113704,0.13259150986047621,8,1,1,0,0.0,1
24695,0.7728943839104302,41,0,0.3626541274510109,2200.0,3,0,1,0,1.0,1
24696,0.633558522,55,0,0.328323272,8116.0,9,0,0,0,2.0,0
24697,1.066003345916102,49,0,0.744813119666759,1400.0,3,1,0,1,0.6878003430208643,1
24698,0.227640574,39,0,0.603046168,2100.0,11,0,0,0,3.0,0
24699,0.0,42,0,0.37101564,5050.0,4,0,1,0,0.0,0
24700,0.045017363,72,0,0.020763907,3900.0,8,0,0,0,0.0,0
24701,0.970004285,51,1,0.145136486,5201.0,5,0,1,0,1.0,0
24702,0.024305102,82,0,0.859285179,4000.0,12,0,2,0,0.0,0
24703,0.0025936582839418045,38,0,1.4208742554065654,5083.043073430584,4,0,1,0,0.02871562038898512,1
24704,0.017845625,54,0,0.511686144,2395.0,12,0,0,0,0.0,0
24705,0.900397417,40,0,0.05134357,2083.0,4,0,0,0,0.0,0
24706,0.161629017,51,0,0.021056814,5033.0,2,0,0,0,0.0,0
24707,0.5427261355050446,54,0,0.14554601365390338,21422.854936699227,7,0,0,0,1.228549366992272,1
24708,0.2393055377606169,37,0,0.5457380600405335,8900.0,13,0,3,0,1.7274401535041193,1
24709,0.7787659411832043,50,2,0.24255187296026748,3300.0,8,0,0,0,0.0,1
24710,0.943756600998522,40,0,0.19196441411925838,3800.0,3,0,0,0,3.0,1
24711,0.9290601597991137,38,3,0.6518902262439867,3900.0,15,0,0,1,3.433267802969034,1
24712,0.9999999,36,0,0.039648336,5800.0,1,1,0,0,3.0,0
24713,0.5387934284604884,45,0,0.4361299859744723,6500.0,12,0,1,0,2.9766684964203174,1
24714,0.030620861,61,0,0.00499875,4000.0,2,0,0,0,0.0,0
24715,0.46403431543074436,44,0,0.2598859810682939,20000.0,17,0,2,0,1.7170164563700723,1
24716,0.796083882,36,0,0.41814893,9950.0,15,0,0,0,0.0,1
24717,0.026931538,80,0,0.318521285,2677.0,3,0,1,0,0.0,0
24718,0.01922095585996554,53,2,0.6920822917333592,9280.416194598563,7,0,1,0,1.8053981995210386,1
24719,0.9999999,39,0,0.26962002417681324,4000.0,4,0,0,0,0.4088986699944439,1
24720,0.038658437,67,0,0.011994003,2000.0,3,0,0,0,0.0,0
24721,0.9999999,24,0,0.0,820.0,1,0,0,0,0.0,0
24722,0.320559964,36,0,0.650837291,4000.0,9,0,1,0,1.0,0
24723,0.36467540412579785,53,1,0.5122891123429096,8899.710621621207,8,0,2,0,0.0,1
24724,0.8462904973929615,30,1,5.23822008136698,2422.396460250477,5,0,0,2,0.0,1
24725,1.116333328913856,28,0,0.17738632075393507,3750.0,3,1,0,0,0.7424589729801052,1
24726,0.450509963503279,47,0,0.7876540400784089,7015.13549133809,9,0,5,0,0.0,1
24727,0.9583716913649958,33,0,1.2295901591070466,8000.0,9,0,2,0,0.5051340815832694,1
24728,0.08828067,72,0,0.018976898,2423.0,4,0,0,0,0.0,0
24729,0.9406748247188373,50,0,19.175337949224943,5294.259610368632,2,1,0,1,0.0,1
24730,0.716967007,43,0,0.477386007,5416.0,6,0,1,0,0.0,0
24731,0.4606751519344266,78,0,0.4589062538498958,7993.426940679481,11,0,1,0,0.38665054826580103,1
24732,0.107340988,85,0,24.0,26.73,3,0,0,0,0.7598634268323681,0
24733,0.921050584133407,60,2,0.7150681623348409,5461.868783593614,9,0,1,0,0.0,1
24734,0.9999999,71,0,0.04288499,3077.0,6,0,1,0,0.0,0
24735,0.01209879,26,0,497.0,0.19,5,0,0,0,0.0,0
24736,0.001999334,61,5,2565.0,0.04,8,1,1,0,0.0,0
24737,0.062678063,33,0,0.009892086,3335.0,3,0,0,0,0.0,0
24738,0.036257348,47,1,0.084598698,7375.0,47,0,1,0,0.0,0
24739,0.4802554499819348,49,0,2299.400914124811,0.253114127505941,6,1,2,0,0.0,1
24740,0.024225416,53,0,45.0,0.18,8,0,0,0,0.0,0
24741,0.30581345617786937,39,0,0.9760923978842977,4250.0,12,0,1,0,2.2237662894193333,1
24742,0.009999813,70,0,0.047696737,10419.0,8,0,0,0,0.0,0
24743,0.2578536078837501,46,2,0.4035086965447997,9400.93466610794,12,0,2,0,1.116833263492414,1
24744,0.105563888,47,0,0.306373862,5600.0,16,0,2,0,2.0,0
24745,0.9999999,52,0,0.231479493,13970.0,8,0,3,0,0.0,0
24746,0.122410625,34,0,0.754998901,4550.0,10,0,2,0,0.0,0
24747,0.6876775983191341,42,1,17.05394816821958,13500.0,9,0,0,0,2.044750884357571,1
24748,0.295405568,63,1,1575.0,0.2,2,0,1,0,0.7598634268323681,0
24749,0.7797810006157517,49,0,0.26360822462323524,18302.252858171487,15,0,2,0,0.5046825587312458,1
24750,0.019660946,77,1,22.0,48.05,2,0,0,0,0.7598634268323681,0
24751,0.066074225,46,0,2765.0,0.05,6,0,2,0,0.0,0
24752,0.346707754,46,0,0.383815491,7500.0,6,0,1,0,2.0,0
24753,0.476783692,55,0,0.157643456,11100.0,5,0,1,0,0.0,0
24754,0.9060775180325151,50,1,0.5604873954628204,3700.0,11,0,1,0,0.19078823747237106,1
24755,0.7520515897688621,43,0,0.939381186892921,5800.0,6,0,1,0,0.0,1
24756,0.01059947,44,0,1.435550223,5833.0,7,0,3,0,0.0,0
24757,0.041063673,70,0,0.008831717,10416.0,6,0,0,0,0.0,0
24758,0.41050150771674504,48,0,0.532811612203417,3750.0,9,0,0,0,1.0,1
24759,0.990866856179922,31,1,627.110668891774,0.07209483459354671,2,0,0,1,0.09881456758066609,1
24760,0.7566567367447005,27,0,0.24842673624606776,2300.0,3,0,0,0,0.0,1
24761,0.9865291097955398,44,0,0.0741549866764433,4900.0,0,0,0,0,0.2102989058020186,1
24762,0.8745159625946598,52,0,1.0623537550227722,7000.0,17,0,3,0,0.8956375937357729,1
24763,0.108161426,51,1,0.833694384,6000.0,14,0,2,0,0.0,0
24764,0.592044752,55,0,0.523805861,13000.0,16,0,3,0,2.0,0
24765,0.4801279165046394,25,0,0.17769349985323624,4000.0,6,0,0,0,0.8755289143503521,1
24766,0.022854408,35,0,0.112607872,4750.0,10,0,0,0,0.0,0
24767,1.1249878780020433,35,4,0.17876077173542748,3952.402137515529,7,2,0,0,1.2402137515528961,1
24768,0.8660894889003717,31,0,0.08958885782359673,2776.8044167977746,3,0,0,0,0.45110419944361657,1
24769,1.0356964290640878,52,2,0.6779079961730057,5000.0,9,7,1,3,3.8362025289739887,1
24770,0.946201196,53,0,0.877947869,4833.0,13,0,1,0,1.0,0
24771,0.8246029116303953,45,0,0.10783452205629251,2300.0,3,0,0,0,0.7401873501782941,1
24772,0.149589483,55,0,0.126218404,6052.0,16,0,0,0,0.0,0
24773,0.628397854,45,0,0.282328959,7848.0,13,0,2,0,0.0,0
24774,0.9999100506028582,47,2,0.28309545902809147,6833.0,9,1,0,0,2.8077122890549178,1
24775,0.269647407,52,0,0.372029544,18683.0,14,0,3,0,2.0,0
24776,0.227562428,61,1,0.513517837,6250.0,13,0,2,0,0.0,0
24777,0.064118718,45,0,2483.0,0.0,7,0,1,0,0.0,0
24778,0.530433257,30,1,0.072237679,10063.0,4,1,0,0,0.0,0
24779,0.9364700344906743,42,2,0.3242050822346139,8945.945348435745,4,2,1,1,0.0,1
24780,0.7889302676846571,60,0,0.07730498072601724,3712.14688988889,2,0,0,0,0.0,1
24781,0.9913089415031074,48,0,0.6460795379041007,2800.0,4,0,1,0,0.35897065579070664,1
24782,0.9265225445282919,38,1,0.4539107842990816,6000.0,4,0,1,0,2.0,1
24783,0.9999999,49,0,0.5710524872746058,4800.0,2,0,1,0,0.5008328467919423,1
24784,0.045572996,72,0,0.326836582,2000.0,3,0,1,0,0.0,0
24785,0.009235196,70,0,0.124915749,4450.0,17,0,2,0,0.0,0
24786,0.40092980373407866,66,0,255.56986497214115,0.5052055202529404,6,0,0,0,0.2893727714910307,1
24787,0.962375073,47,2,0.40635726,6700.0,7,0,2,0,0.0,0
24788,0.035734243,53,0,250.0,0.27,8,0,0,0,0.0,0
24789,0.2499932352235701,65,1,0.26699089941390125,8299.288395722335,9,0,0,0,0.0,1
24790,0.6182214167490071,38,0,0.2964254906333999,5400.0,9,0,0,0,0.24616384279238201,1
24791,0.113683123,51,0,0.153536929,16666.0,17,0,1,0,5.0,0
24792,0.122195112,37,0,0.096955007,6600.0,2,0,0,0,2.0,0
24793,0.018879963,72,0,0.679236711,2200.0,16,0,1,0,1.0,0
24794,0.232834374,31,0,0.04193242,7368.0,2,0,0,0,0.0,0
24795,1.0997698644534193,24,1,0.03907866899995016,1100.0,2,1,0,0,0.0,1
24796,0.7587934244645529,41,0,0.19165803193809605,26000.0,11,0,2,0,0.36920702752971424,1
24797,0.0522208169315026,33,2,0.32121089084165977,2000.0,10,0,0,0,0.0,1
24798,0.509703416,49,0,0.478250837,8666.0,8,0,1,0,0.0,0
24799,0.7871974842845363,48,1,0.7341380559028986,5847.055022130759,17,0,3,0,1.588995573848074,1
24800,0.24043115705742957,44,0,0.34528598507399183,12000.0,7,0,2,0,2.3684335747931744,1
24801,0.95649323,39,0,7617.0,0.12,13,0,1,0,0.0,0
24802,0.2788119055742119,37,1,0.4983327730426421,6250.0,12,1,1,0,0.0,1
24803,0.9658208713298033,60,2,0.9162547378959834,4050.105828744596,15,0,2,0,0.9470856277021884,1
24804,0.05606598,46,0,0.158486793,12000.0,6,0,2,0,1.0,0
24805,0.37130002525945593,45,1,0.5091428005630637,2500.0,10,0,0,0,2.448647725064943,1
24806,0.9625234458674155,44,4,0.31721485198706934,4300.0,7,0,0,0,1.5488253934158933,1
24807,0.110652098,82,0,0.149970006,5000.0,4,0,1,0,0.0,0
24808,0.897435897,39,1,0.191259195,2310.0,3,0,0,0,0.0,0
24809,0.008829855,81,0,0.00070049,9992.0,2,0,0,0,0.0,0
24810,0.2817034514502573,47,0,0.1508288915010354,5024.155384512046,8,0,0,0,1.955604425129804,1
24811,0.4129337170238625,43,0,0.36108517250846767,4500.0,15,1,1,1,0.39007535853000874,1
24812,0.314365766,46,0,0.433729586,9000.0,23,0,2,0,0.0,0
24813,0.8218315433903295,36,3,0.19973577815521756,5722.593891382294,5,0,0,0,6.089204924403383,1
24814,0.9999999,29,0,0.09998602856223987,1600.0,2,0,0,0,0.0,1
24815,0.941795825448199,49,0,535.0,0.16445012316663765,6,3,0,0,0.0,1
24816,0.365431976,48,0,0.707642839,4042.0,13,0,1,0,0.0,0
24817,0.007682064393966126,48,0,0.13039043742157774,10330.178050889106,8,1,1,0,2.0,1
24818,0.9051836186861593,45,4,0.3544137441779631,8972.382725597521,11,0,0,1,2.709191733057978,1
24819,0.9675434931026468,47,0,0.5270448626314431,12148.320275959793,11,1,2,0,3.6128110383917176,1
24820,0.9543758903008532,33,0,0.6316570743999124,4333.124819009604,9,0,1,0,0.18722851440560984,1
24821,0.9999999,31,0,194.84375039750495,0.2673437440374258,1,0,0,0,0.0,1
24822,0.7994289424528143,35,0,0.28132078735405763,9750.0,8,2,0,0,0.47901191638296625,1
24823,0.429526901,33,0,0.50497469,5728.0,6,0,2,0,1.0,0
24824,0.9999999,56,2,0.131934277,6146.0,6,1,0,1,0.0,1
24825,0.050111752,58,0,0.125128469,3891.0,3,0,1,0,1.0,0
24826,0.046174833,50,1,0.390932682,6550.0,10,0,2,0,2.0,0
24827,0.009680879,61,0,10.0,566.38,5,0,0,0,0.7598634268323681,0
24828,0.610310179,62,0,0.237689745,2700.0,7,17,0,0,0.0,1
24829,0.013268179,47,0,0.364820847,3683.0,12,0,2,0,0.0,0
24830,0.11079488353022104,52,2,0.3775165390340152,6816.270113073695,8,0,1,2,1.8649434631523443,1
24831,0.630715667468177,41,0,0.018437743628109682,3919.9031038654593,2,0,0,0,1.024224033635134,1
24832,0.0,25,0,520.0,0.04,6,0,0,0,0.0,0
24833,0.12184838,58,0,0.495252374,2000.0,11,0,1,0,0.0,0
24834,1.152450091,32,1,0.24790084,2500.0,2,1,0,0,0.0,1
24835,0.040482565,59,0,1.607196402,2000.0,6,0,2,0,0.0,0
24836,0.9999999,77,0,0.120391974,2142.0,2,0,0,0,0.0,0
24837,0.327159482,43,0,0.170320996,5700.0,3,0,1,0,5.0,0
24838,0.012449378,52,0,0.004115226,1700.0,2,0,0,0,0.0,0
24839,0.022652239,43,0,0.527594481,3333.0,13,0,2,0,0.0,0
24840,0.0,71,0,2738.0,0.04,8,0,1,0,0.0,0
24841,0.9999999,56,0,0.041154791,1627.0,0,1,0,0,0.0,1
24842,0.356521381,34,0,715.0,0.04,8,0,0,0,0.0,0
24843,0.9115022479686843,46,0,3435.0225465776007,0.2910400102946749,4,0,2,0,0.0,1
24844,0.5393460597193254,54,1,0.2840669733228217,5798.576781547937,5,1,0,0,0.47440615068775993,1
24845,1.0049622880501525,41,0,0.3354676228703448,8300.0,12,1,0,0,1.691415011980428,1
24846,0.065730461,58,1,0.394188919,8500.0,8,0,1,0,2.0,0
24847,0.075568999,55,0,0.180576254,16103.0,18,0,1,0,0.0,0
24848,0.103714071,58,0,0.234177854,9906.0,26,0,2,0,0.0,0
24849,0.9999999,28,0,0.05833920997167299,1500.0,1,1,0,0,0.0,1
24850,0.113788621,68,1,0.005097373,7650.0,2,0,0,0,1.0,0
24851,0.05094471,67,0,0.390509954,11000.0,27,0,2,0,0.0,0
24852,0.0,54,0,0.0,6427.505,5,0,0,0,0.7598634268323681,0
24853,0.742517439,58,1,0.633201416,4800.0,8,0,1,0,2.0,0
24854,0.28788007510078906,59,0,0.4582425512095762,7500.0,14,0,2,0,0.0,1
24855,0.035586172,41,0,2215.0,0.03,3,0,1,0,0.0,0
24856,0.0,27,0,0.0,2803.4824166666663,2,0,0,0,0.7598634268323681,0
24857,1.526223640011657,42,0,0.19801600057949192,7694.787831436454,6,0,0,1,1.2554044909219986,1
24858,0.003804692,75,0,0.08247938,4000.0,2,0,0,0,0.0,0
24859,0.73042065,61,0,0.266792261,13800.0,12,0,2,0,0.0,0
24860,0.7284837219016977,65,0,1.2428588866664358,1996.0,9,0,1,0,0.48072070739809536,1
24861,0.928931493,41,1,336.0,0.39,3,0,0,0,0.7598634268323681,0
24862,0.708903461,39,0,0.738011479,5400.0,23,0,2,0,0.0,0
24863,0.9723351029437525,39,1,4351.449780734644,0.13183406421785238,12,0,2,0,0.0,1
24864,0.44751554648886505,58,0,0.25741752869733636,14300.0,19,0,0,0,1.4348590637936411,1
24865,0.767529299,68,0,0.503300804,6967.0,3,0,1,0,0.0,0
24866,0.3899652916939286,45,1,0.6101314180406467,8800.0,14,2,2,0,1.6214707471047412,1
24867,0.583635409,74,1,0.166138977,6000.0,3,0,0,0,1.0,0
24868,0.0,52,1,1487.0,0.25,6,0,2,0,0.0,0
24869,0.40330087293421946,45,3,0.5937146632806796,4000.0,14,0,1,0,2.662004260828078,1
24870,0.5346868820384805,57,1,0.06463853124484825,5000.0,4,0,0,0,0.0,1
24871,0.507950931,41,0,0.190702324,4000.0,6,0,0,0,0.0,0
24872,0.9999999,48,0,0.001249219,1600.0,1,0,0,0,0.0,1
24873,0.9999999,35,0,0.631044091,6100.0,7,0,1,0,0.0,0
24874,0.060880889,31,0,0.334371755,8666.0,7,0,1,0,1.0,0
24875,0.9308314762424009,35,1,0.5600401170363623,3000.0,7,1,0,2,0.6830089848739819,1
24876,0.9840877854254219,60,0,0.6413219107491425,2309.1521936559243,3,0,0,0,0.0,1
24877,0.5628303795610872,35,0,0.7422076584867296,5170.565133685942,5,0,1,0,2.141283421485388,1
24878,0.9999999,43,0,0.0,1500.0,0,0,0,0,1.0,0
24879,0.002746302,41,0,0.436355205,8625.0,9,0,2,0,0.0,0
24880,0.44642106062017384,53,1,0.4296679778522988,5194.7988463264255,8,1,0,0,0.13314105440429913,1
24881,0.379357933,35,1,0.281261028,8500.0,5,0,1,0,2.0,0
24882,0.9999999,59,0,0.10858799317371823,2500.0,1,0,0,0,0.0,1
24883,0.07024122,65,0,0.088358594,3100.0,7,0,0,0,0.0,0
24884,0.6099873666802087,65,0,0.5417781253400195,23301.239768117106,17,1,5,0,0.09537607172040119,1
24885,0.001068831,60,0,0.185978745,5833.0,17,0,1,0,0.0,0
24886,0.2560117679722804,50,1,941.8485054546479,0.26181725454084515,4,0,1,0,0.145829765201673,1
24887,0.9999999,45,0,0.030726796155383755,4236.7985367723595,0,0,0,0,4.41536414357559,1
24888,0.207642513,62,0,0.191280872,10000.0,6,0,1,0,1.0,0
24889,0.9137226968392164,73,1,0.34902649599109903,3100.4723997901224,6,0,0,0,0.0,1
24890,0.367440276,55,0,1607.0,0.59,8,0,2,0,0.0,0
24891,0.1596599432622588,63,1,0.324204644065763,3900.711802048016,10,0,1,0,0.2881979519840213,1
24892,0.555584736,54,0,0.251981506,9083.0,8,0,2,0,0.0,0
24893,0.6996311037185461,62,0,0.6046796569321798,3417.5534070447143,10,0,0,0,0.0,1
24894,0.136140398,62,0,0.245805981,9596.0,17,0,1,0,0.0,0
24895,0.062605656,43,0,1911.0,0.01,2,0,1,0,0.7598634268323681,0
24896,0.9999999,50,0,0.04220659,2700.0,3,0,0,0,0.0,0
24897,0.9663305389488565,40,1,0.35404451838185746,5500.0,11,0,0,0,0.7243885945491334,1
24898,0.304008717,53,0,0.559298569,6500.0,8,0,2,0,3.0,0
24899,1.003251238561342,55,0,0.45951392360509524,7673.0,10,0,2,0,0.45683264161366655,1
24900,0.4959718331054745,35,0,0.42401739347289313,5250.0,8,0,1,0,0.0,1
24901,0.9999999,62,0,5153.0,0.35,5,0,2,0,0.0,0
24902,0.107475924,67,0,0.128124792,15000.0,8,0,1,0,0.0,0
24903,0.033816278,72,0,0.051542837,5800.0,7,0,0,0,1.0,0
24904,0.416664358,46,0,0.660667866,5000.0,9,0,1,0,1.0,0
24905,0.100288424,43,0,3307.0,0.25,16,0,1,0,2.0,0
24906,0.766818235,42,0,0.710665259,2840.0,9,0,1,0,3.0,0
24907,0.0,85,0,0.0,4265.398666666667,2,0,0,0,0.7598634268323681,0
24908,0.3095933208698965,72,1,1488.7708477174538,0.4347652474168371,10,0,0,0,0.3067143398973874,1
24909,1.0033495195964854,42,0,0.15556078598082274,6639.466973582845,1,1,0,0,1.2933947165689001,1
24910,0.273674723,45,0,0.302717901,3200.0,8,0,0,0,2.0,0
24911,0.461651728,44,0,2360.0,0.04,11,0,1,0,0.0,0
24912,0.045727258,88,0,25.0,54.8,3,0,0,0,0.7598634268323681,0
24913,0.45039343793926895,52,0,7.897803033584573,3684.7501322018925,6,0,0,0,0.0,1
24914,0.9999999,29,1,0.096793174,3398.0,1,0,0,1,1.0,0
24915,0.026589696,58,0,892.0,0.02,5,0,1,0,0.0,0
24916,0.0,60,0,0.0,5467.848884920634,3,0,0,0,0.0,0
24917,0.018882214,63,0,0.137513234,8500.0,11,0,1,0,0.0,0
24918,0.9999999,40,2,0.3635603022911581,6500.0,6,0,1,0,1.3032950826122867,1
24919,0.118536626,32,0,0.599425072,8000.0,17,0,4,0,1.0,0
24920,0.942951216013958,56,0,0.13799753068887952,5000.0,6,0,0,0,0.16627481179047376,1
24921,0.21132082524367132,62,0,0.1729392635520135,7500.0,8,0,1,0,0.8081547980506941,1
24922,0.06489667,39,0,0.252955708,11333.0,5,0,2,0,4.0,0
24923,1.1015371123956923,35,0,0.06234213640512058,3558.0,2,0,0,0,3.992229013019286,1
24924,0.0,49,0,0.0,4487.5335000000005,1,0,0,0,2.0,0
24925,0.4598358686242412,39,0,0.722734873209146,4031.7199641068737,8,0,0,0,1.9599948724105003,1
24926,0.5506322267179005,41,0,0.9373371089699908,8156.164203109707,13,0,2,0,0.7031562466015624,1
